type;constellation;names;nicknames;ra;dec;mag_v;mag_b;major_axis;minor_axis;angle
g;hor;NGC1448|NGC1457;;03:44:31.92;-44:38:41.40;10.94;11.38;8.02;1.53;41
g;eri;NGC1449;;03:46:03.07;-4:08:17.20;13.47;14.52;0.90;0.52;5
g;eri;NGC1450;;03:45:36.64;-9:14:05.50;;15.22;0.91;0.73;28
g;eri;NGC1451;;03:46:07.16;-4:04:09.10;13.34;14.37;0.81;0.65;45
g;eri;NGC1452|NGC1455;;03:45:22.31;-18:38:01.10;11.84;12.82;2.39;1.76;30
g;eri;NGC1453;;03:46:27.25;-3:58:07.60;11.41;12.57;2.46;1.87;19
g;for;NGC1459;;03:46:57.94;-25:31:18.30;;13.68;1.82;1.19;161
g;eri;NGC1460;;03:46:13.74;-36:41:46.80;;13.53;1.92;1.62;85
g;eri;NGC1461;;03:48:27.14;-16:23:34.40;11.81;12.82;2.90;0.85;157
g;tau;NGC1462;;03:50:23.43;06:58:23.00;;15.23;0.86;0.49;40
g;ret;NGC1463;;03:46:15.42;-59:48:36.50;13.47;14.26;1.26;1.09;25
g;eri;NGC1464|NGC1471;;03:51:24.52;-15:24:08.10;;14.73;0.81;0.59;44
g;per;NGC1465;;03:53:31.91;32:29:34.10;;14.79;2.01;0.44;165
cl;hyi;NGC1466;;03:44:33.35;-71:40:17.70;11.59;11.60;3.50;3.50;
g;eri;NGC1467;;03:51:52.80;-8:50:17.50;;15.24;1.23;0.67;63
g;eri;NGC1468;;03:52:12.58;-6:20:56.20;;14.99;1.22;0.85;140
g;cam;NGC1469;;04:00:27.77;68:34:39.80;;14.45;2.17;1.22;150
g;eri;NGC1470;;03:52:09.84;-8:59:57.70;;14.62;1.61;0.39;166
g;eri;NGC1472;;03:53:47.35;-8:34:06.50;;16.03;0.68;0.62;110
g;hyi;NGC1473;;03:47:26.30;-68:13:14.10;12.91;13.43;1.53;0.82;45
g;tau;NGC1474|IC2002;;03:54:30.35;10:42:25.20;13.76;15.04;1.04;0.70;5
g;eri;NGC1475;;03:53:49.83;-8:08:15.00;;16.41;0.65;0.59;105
g;hor;NGC1476;;03:52:08.79;-44:31:56.90;13.82;14.01;1.50;0.54;85
g;eri;NGC1477;;03:54:02.88;-8:34:29.90;;16.16;0.77;0.68;52
g;eri;NGC1478;;03:54:07.34;-8:33:19.50;;16.23;0.64;0.44;43
g;eri;NGC1481;;03:54:28.96;-20:25:37.80;;14.56;1.04;0.78;132
g;eri;NGC1482;;03:54:38.96;-20:30:09.60;12.14;13.09;2.46;1.43;107
g;hor;NGC1483;;03:52:47.64;-47:28:39.10;12.76;13.19;1.87;1.51;153
g;eri;NGC1484;;03:54:20.13;-36:58:08.00;;13.71;2.73;0.68;79
g;cam;NGC1485;;04:05:03.94;70:59:47.50;12.37;13.49;2.23;0.69;21
g;eri;NGC1486;;03:56:18.70;-21:49:16.10;;15.17;0.91;0.62;6
gpair;eri;NGC1487;;03:55:46.10;-42:22:05.00;;;4.40;;
g;eri;NGC1487 NED01|NGC1487NW;;03:55:45.37;-42:22:03.70;;11.90;2.34;2.04;96
g;eri;NGC1487 NED02;;03:55:47.17;-42:22:06.90;11.68;12.31;3.72;1.70;91
g;eri;NGC1489;;03:57:38.10;-19:12:59.90;13.80;14.61;1.69;0.60;19
g;ret;NGC1490;;03:53:34.22;-66:01:05.00;;13.64;1.39;1.19;131
hii;per;NGC1491;Fossil Footprint Nebula;04:03:13.56;51:18:57.90;;;9.00;6.00;
g;eri;NGC1492;;03:58:13.13;-35:26:46.90;;14.29;0.77;0.61;14
g;hor;NGC1493;;03:57:27.43;-46:12:38.50;11.44;11.83;3.44;3.18;80
g;hor;NGC1494;;03:57:42.90;-48:54:29.10;11.95;12.26;3.51;1.86;180
g;hor;NGC1495;;03:58:21.82;-44:27:58.50;12.64;13.33;2.22;0.48;104
cl;per;NGC1496;;04:04:31.89;52:39:41.00;9.60;;2.10;;
g;tau;NGC1497;;04:02:06.82;23:07:58.50;;14.58;1.23;0.65;63
cl;eri;NGC1498;;04:00:19.30;-12:01:11.00;;;;;
neb;per;NGC1499;California Nebula;04:03:14.42;36:22:02.90;;5.00;160.00;40.00;
g;dor;NGC1500;;03:58:13.97;-52:19:41.40;14.84;14.81;1.49;1.13;88
pn;cam;NGC1501;Oyster Nebula;04:06:59.37;60:55:14.50;11.50;13.30;0.87;;
cl;cam;NGC1502;Jolly Roger Cluster;04:07:49.30;62:19:53.50;6.90;7.47;10.20;;
g;ret;NGC1503;;03:56:33.24;-66:02:26.40;;14.41;0.96;0.74;141
g;eri;NGC1504;;04:02:29.70;-9:20:07.40;;15.51;0.79;0.70;40
g;eri;NGC1505;;04:02:36.40;-9:19:20.70;;14.74;1.20;0.86;69
g;dor;NGC1506;;04:00:21.57;-52:34:25.40;13.22;14.19;1.59;0.98;82
g;eri;NGC1507;;04:04:27.21;-2:11:18.90;12.41;12.82;3.78;0.79;12
g;tau;NGC1508;;04:05:47.64;25:24:30.50;;15.22;0.60;0.44;25
g;eri;NGC1509|IC2026;;04:03:55.20;-11:10:44.50;;14.60;0.79;0.63;55
g;hor;NGC1510;;04:03:32.64;-43:24:00.40;13.02;13.47;1.32;1.13;103
g;hyi;NGC1511;;03:59:36.98;-67:38:03.30;11.30;11.87;3.66;1.47;123
g;hyi;NGC1511A;;04:00:18.60;-67:48:25.00;;14.28;1.85;0.41;108
g;hyi;NGC1511B;;04:00:54.70;-67:36:43.00;;15.18;1.39;0.25;97
g;hor;NGC1512;;04:03:54.28;-43:20:55.90;10.37;11.10;8.43;4.02;63
cl;per;NGC1513;;04:09:54.70;49:31:02.20;8.40;8.71;5.10;;
pn;tau;NGC1514;Crystal Ball Nebula;04:09:16.95;30:46:33.30;10.19;10.05;2.20;;
g;dor;NGC1515;;04:04:02.72;-54:06:00.20;10.99;11.91;5.50;1.26;20
g;dor;NGC1515A;;04:03:49.80;-54:06:47.00;;15.38;0.93;0.49;55
gpair;eri;NGC1516;;04:08:07.70;-8:49:53.00;;;1.66;;
g;eri;NGC1516A|NGC1524;;04:08:07.40;-8:49:45.00;;14.08;0.90;0.55;130
g;eri;NGC1516B|NGC1525;;04:08:08.31;-8:50:08.60;;15.00;1.26;1.26;90
g;tau;NGC1517;;04:09:11.93;08:38:55.70;;14.25;0.97;0.81;160
g;eri;NGC1518;;04:06:49.72;-21:10:21.50;11.79;12.22;3.47;1.30;30
g;eri;NGC1519;;04:08:07.60;-17:11:34.40;12.96;13.59;2.47;0.90;107
cl;men;NGC1520;;03:57:30.97;-76:50:02.20;;;5.40;;
g;eri;NGC1521;;04:08:18.93;-21:03:07.10;11.57;12.42;3.25;2.02;9
g;dor;NGC1522;;04:06:07.92;-52:40:06.30;13.60;13.97;1.22;0.87;39
g;ret;NGC1526;;04:05:12.30;-65:50:23.30;;14.60;0.86;0.56;36
g;hor;NGC1527;;04:08:24.14;-47:53:49.30;10.80;11.71;4.58;1.79;78
cl;per;NGC1528;;04:15:18.87;51:12:41.30;6.40;6.83;9.60;;
g;ret;NGC1529;;04:07:19.88;-62:53:57.50;;14.40;0.71;0.33;164
g;cam;NGC1530;;04:23:27.10;75:17:44.10;11.70;12.50;1.82;1.04;130
g;cam;NGC1530A|IC0381;;04:44:28.50;75:38:23.10;12.43;13.20;1.48;1.35;100
g;eri;NGC1531;;04:11:59.32;-32:51:02.90;12.13;12.87;1.50;0.90;123
g;eri;NGC1532;;04:12:04.33;-32:52:27.20;10.13;10.66;11.27;3.09;33
g;dor;NGC1533;;04:09:51.84;-56:07:06.40;10.65;11.79;3.27;2.04;149
g;ret;NGC1534;;04:08:46.07;-62:47:51.30;;13.77;1.66;1.04;76
pn;eri;NGC1535;Cleopatra's Eye Nebula;04:14:15.77;-12:44:21.80;9.60;9.60;0.85;;
g;ret;NGC1536;;04:10:59.86;-56:28:49.60;12.90;13.53;1.67;1.21;157
g;eri;NGC1537;;04:13:40.71;-31:38:43.50;10.72;11.47;4.35;2.76;102
g;eri;NGC1538|IC2047;;04:14:56.08;-13:11:30.20;;15.98;0.66;0.45;108
g;tau;NGC1539;;04:19:01.96;26:49:39.00;;15.45;0.97;0.74;45
g;eri;NGC1540;;04:15:10.66;-28:29:18.50;;15.05;0.77;0.49;150
g;eri;NGC1540A;;04:15:10.01;-28:28:55.50;;14.61;0.56;0.38;50
g;tau;NGC1541;;04:17:00.23;00:50:06.70;13.53;14.57;1.38;0.49;77
g;tau;NGC1542;;04:17:14.18;04:46:53.90;13.89;15.03;1.22;0.40;128
g;ret;NGC1543;;04:12:43.25;-57:44:16.70;10.17;11.48;3.66;0.86;94
g;cep;NGC1544;;05:02:36.15;86:13:20.40;;14.07;1.13;0.87;121
cl;per;NGC1545;;04:20:56.26;50:15:19.20;6.20;7.20;4.20;;
g;dor;NGC1546;;04:14:36.54;-56:03:38.90;11.35;12.06;3.72;2.50;143
g;eri;NGC1547;;04:17:12.41;-17:51:26.90;;14.39;1.40;0.58;131
cl;per;NGC1548;;04:21:19.10;36:54:58.80;;;3.60;;
g;dor;NGC1549;;04:15:45.13;-55:35:32.10;9.75;10.68;5.09;4.35;138
g;tau;NGC1550|NGC1551;;04:19:37.93;02:24:34.10;12.08;13.17;1.73;1.54;28
g;eri;NGC1552;;04:20:17.68;00:41:33.80;;14.35;1.79;1.29;104
g;dor;NGC1553;;04:16:10.47;-55:46:48.50;9.31;10.28;6.25;4.29;150
rfn;tau;NGC1555;Hinds Variable Nebula;04:21:59.43;19:32:06.60;;9.98;1.82;1.35;74
g;dor;NGC1556;;04:17:44.83;-50:09:52.00;13.06;13.47;1.53;0.58;167
cl;hyi;NGC1557;;04:13:11.17;-70:25:29.80;;;7.20;;
g;cae;NGC1558;;04:20:16.18;-45:01:53.30;;13.29;3.05;0.95;72
g;ret;NGC1559;;04:17:35.77;-62:47:01.20;10.60;11.02;4.19;2.18;63
g;cam;NGC1560;;04:32:49.09;71:52:59.20;11.50;12.12;8.30;1.68;21
g;eri;NGC1561;;04:23:01.08;-15:50:44.40;;14.81;1.37;0.78;167
g;eri;NGC1562;;04:21:47.62;-15:45:19.60;;15.18;0.92;0.69;80
g;eri;NGC1563;;04:22:53.95;-15:43:57.50;;15.65;0.49;0.44;74
g;eri;NGC1564;;04:23:00.95;-15:44:19.90;;15.62;0.73;0.56;33
g;eri;NGC1565;;04:23:23.45;-15:44:39.60;;14.69;1.02;0.89;86
g;dor;NGC1566;Spanish Dancer Galaxy;04:20:00.42;-54:56:16.10;9.73;10.29;7.23;5.00;45
g;cae;NGC1567;;04:21:08.75;-48:15:17.20;;13.46;1.53;1.31;159
g;eri;NGC1568;;04:24:25.34;00:44:46.40;;14.82;1.46;0.99;139
g;cam;NGC1569;;04:30:49.06;64:50:52.60;11.11;11.79;3.91;2.16;119
g;cae;NGC1570|NGC1571;;04:22:08.94;-43:37:46.40;14.00;13.19;2.15;1.36;180
g;cae;NGC1572;;04:22:42.81;-40:36:03.30;12.47;13.29;1.37;0.93;160
g;cam;NGC1573;;04:35:03.99;73:15:44.70;11.79;12.87;1.95;1.32;35
g;ret;NGC1574;;04:21:58.82;-56:58:29.10;10.24;11.30;4.13;2.32;2
g;eri;NGC1575|NGC1577;;04:26:20.55;-10:05:54.40;;13.43;1.52;1.16;115
g;eri;NGC1576;;04:26:18.82;-3:37:15.90;;14.34;1.49;0.88;102
g;dor;NGC1578;;04:23:46.65;-51:35:58.00;13.11;13.90;1.21;0.89;165
cl+n;per;NGC1579;Northern Trifid Nebula;04:30:13.80;35:16:10.00;;;10.20;;
g;eri;NGC1580;;04:28:18.48;-5:10:43.60;;14.35;1.03;0.66;121
g;dor;NGC1581;;04:24:44.96;-54:56:31.20;12.80;13.56;2.08;0.81;82
cl;per;NGC1582;;04:31:46.79;43:47:05.40;7.00;;7.80;;
g;eri;NGC1583;;04:28:20.73;-17:35:43.60;;14.69;1.04;0.90;95
g;eri;NGC1584;;04:28:10.26;-17:31:24.10;;14.98;0.95;0.76;122
g;cae;NGC1585;;04:27:33.01;-42:09:54.80;;14.23;0.85;0.63;168
g;eri;NGC1586;;04:30:38.23;00:18:15.00;;14.21;1.68;0.85;154
g;tau;NGC1587;;04:30:39.94;00:39:41.70;11.70;12.72;2.08;1.48;73
g;tau;NGC1588;;04:30:43.77;00:39:53.00;12.91;13.89;1.26;0.70;167
g;tau;NGC1589;;04:30:45.44;00:51:49.20;11.81;12.82;3.06;0.98;160
g;tau;NGC1590;;04:31:10.22;07:37:51.20;13.69;14.49;0.90;0.80;110
g;eri;NGC1591;;04:29:30.55;-26:42:47.20;;13.69;1.39;0.83;29
g;eri;NGC1592;;04:29:40.13;-27:24:30.70;14.09;14.38;1.02;0.61;97
g;tau;NGC1593|NGC1608|IC2077;;04:32:06.12;00:34:02.50;;14.74;1.36;0.57;129
g;eri;NGC1594|IC2075;;04:30:51.59;-5:47:53.80;;13.73;1.67;1.18;89
g;cae;NGC1595;;04:28:21.76;-47:48:57.20;12.71;13.67;1.50;1.09;12
g;dor;NGC1596;;04:27:38.11;-55:01:40.10;11.14;12.01;3.87;1.02;19
g;eri;NGC1597;;04:31:13.46;-11:17:25.50;;15.00;1.02;0.79;93
g;cae;NGC1598;;04:28:33.67;-47:46:57.20;13.30;13.82;1.40;0.73;133
g;eri;NGC1599;;04:31:38.74;-4:35:18.00;13.73;14.10;0.82;0.77;40
g;eri;NGC1600;;04:31:39.94;-5:05:10.50;10.97;11.94;3.33;2.02;5
g;eri;NGC1601;;04:31:41.73;-5:03:37.30;13.84;14.83;0.94;0.73;89
g;dor;NGC1602;;04:27:54.97;-55:03:27.80;13.06;13.41;1.87;0.99;88
g;eri;NGC1603;;04:31:49.95;-5:05:39.90;13.80;14.72;0.88;0.57;57
g;eri;NGC1604;;04:31:58.57;-5:22:11.80;;14.84;1.35;0.78;69
cl;per;NGC1605;;04:34:52.28;45:16:17.00;10.70;11.63;3.30;;
g;eri;NGC1606;;04:32:03.34;-5:01:56.80;;16.54;0.57;0.49;94
g;eri;NGC1607;;04:32:03.09;-4:27:35.80;;15.00;1.33;0.51;66
g;eri;NGC1609;;04:32:45.08;-4:22:20.70;;14.65;1.24;0.78;103
g;eri;NGC1610|NGC1619;;04:34:13.87;-4:41:59.10;;16.17;1.10;0.70;156
g;eri;NGC1611;;04:33:05.96;-4:17:50.80;;14.40;1.80;0.48;99
g;eri;NGC1612;;04:33:13.13;-4:10:20.70;;15.23;1.36;0.94;138
g;eri;NGC1613;;04:33:25.33;-4:15:55.50;;14.79;1.14;0.69;28
g;eri;NGC1614;;04:33:59.85;-8:34:44.00;12.90;13.61;1.26;0.95;20
g;tau;NGC1615;;04:36:01.04;19:57:01.20;;12.01;1.36;0.71;107
g;cae;NGC1616;;04:32:41.73;-43:42:57.20;12.64;13.33;1.91;1.03;33
g;dor;NGC1617;;04:31:39.53;-54:36:08.20;10.37;11.18;5.24;2.50;112
g;eri;NGC1618;;04:36:06.60;-3:08:55.50;12.72;13.51;2.14;0.71;22
g;eri;NGC1620;;04:36:37.35;00:08:37.00;12.08;12.87;3.48;0.91;23
g;eri;NGC1621|NGC1626;;04:36:25.06;-4:59:14.30;;14.83;1.34;0.91;98
g;eri;NGC1622;;04:36:36.64;-3:11:19.80;12.53;13.41;2.86;0.52;29
g;eri;NGC1623;;04:35:32.41;-13:33:23.20;;16.63;0.78;0.42;16
cl+n;per;NGC1624;;04:40:36.50;50:27:42.00;11.80;;3.00;;
g;eri;NGC1625;;04:37:06.26;-3:18:12.60;12.40;13.09;2.56;0.57;130
g;eri;NGC1627;;04:37:38.00;-4:53:14.90;;13.53;1.65;1.37;150
g;eri;NGC1628;;04:37:36.26;-4:42:53.40;;14.24;1.91;0.43;6
cl;hyi;NGC1629;;04:29:36.91;-71:50:17.80;12.68;13.31;1.70;1.70;
g;eri;NGC1630;;04:37:15.48;-18:54:05.50;;15.19;0.78;0.59;138
g;eri;NGC1631;;04:38:24.17;-20:38:59.50;;14.29;1.33;0.89;54
g;eri;NGC1632|IC0386;;04:39:58.58;-9:27:22.40;;15.28;0.73;0.36;43
g;tau;NGC1633;;04:40:09.11;07:20:58.00;;14.54;1.09;0.90;5
g;tau;NGC1634;;04:40:09.78;07:20:19.60;;14.96;0.67;0.46;167
g;eri;NGC1635;;04:40:07.88;00:32:51.10;;13.42;1.53;1.37;175
g;eri;NGC1636;;04:40:40.20;-8:36:27.90;;13.93;1.24;0.97;175
g;eri;NGC1637;;04:41:28.18;-2:51:28.70;10.85;11.56;3.18;2.74;16
g;eri;NGC1638;;04:41:36.51;-1:48:32.50;12.24;13.11;2.08;1.26;67
g;eri;NGC1640;;04:42:14.52;-20:26:05.20;11.69;12.43;2.72;2.60;50
cl;ret;NGC1641;;04:35:34.92;-65:45:46.40;;;9.60;;
g;tau;NGC1642;;04:42:54.91;00:37:06.90;12.62;13.33;1.66;1.43;151
g;eri;NGC1643;;04:43:43.95;-5:19:10.00;;14.08;1.24;0.81;7
cl;dor;NGC1644;;04:37:40.09;-66:11:56.70;12.89;13.52;1.80;1.50;150
g;eri;NGC1645;;04:44:06.38;-5:27:56.20;;14.00;2.18;0.83;89
g;eri;NGC1646;;04:44:23.60;-8:31:58.00;;13.64;1.49;0.81;155
cl;tau;NGC1647;Pirate Moon Cluster;04:45:55.57;19:05:42.40;6.40;6.82;27.00;;
g;eri;NGC1648;;04:44:34.80;-8:28:43.90;;15.56;0.84;0.53;179
cl;dor;NGC1649|NGC1652;;04:38:22.85;-68:40:22.50;13.13;13.95;1.50;1.50;0
g;eri;NGC1650;;04:45:11.51;-15:52:12.10;;12.91;2.40;1.13;168
cl;men;NGC1651;;04:37:32.27;-70:35:09.10;12.28;12.99;2.70;2.70;
g;eri;NGC1653;;04:45:47.35;-2:23:34.20;11.97;12.91;1.79;1.68;175
g;eri;NGC1654;;04:45:48.45;-2:05:02.00;;14.36;0.85;0.79;5
g;eri;NGC1656;;04:45:53.39;-5:08:12.20;;14.50;1.74;0.96;109
g;eri;NGC1657;;04:46:07.26;-2:04:38.20;;14.94;1.15;0.85;154
g;cae;NGC1658;;04:44:01.36;-41:27:48.30;;14.35;1.02;0.60;125
g;eri;NGC1659;;04:46:29.95;-4:47:19.60;12.54;13.21;1.50;0.94;51
g;cae;NGC1660;;04:44:11.41;-41:29:51.30;;14.87;1.14;0.62;31
g;ori;NGC1661;;04:47:07.64;-2:03:16.50;;14.24;1.15;0.82;36
cl;ori;NGC1662;;04:48:28.95;10:55:49.40;6.40;7.00;13.80;;
cl;ori;NGC1663;;04:49:23.54;13:09:03.80;14.54;15.78;7.20;;
cl;aur;NGC1664;Kite Cluster;04:51:05.43;43:40:34.20;7.60;8.02;11.40;;
g;eri;NGC1665;;04:48:17.07;-5:25:39.40;;14.06;1.79;1.07;56
g;eri;NGC1666;;04:48:32.84;-6:34:11.90;12.70;13.67;1.35;1.26;160
g;eri;NGC1667|NGC1689;;04:48:37.14;-6:19:11.90;12.15;12.77;1.89;1.47;3
g;cae;NGC1668;;04:46:05.93;-44:44:00.10;;13.77;1.58;1.04;97
g;dor;NGC1669;;04:42:59.90;-65:48:51.60;;14.89;0.73;0.40;101
g;ori;NGC1670;;04:49:42.62;-2:45:37.80;;13.95;1.61;0.78;68
g;ori;NGC1671|IC0395;;04:49:34.03;00:15:10.30;12.88;13.90;1.34;0.98;127
g;dor;NGC1672;;04:45:42.50;-59:14:49.90;10.16;10.34;6.14;5.46;95
cl;men;NGC1673;;04:42:39.64;-69:49:16.50;14.07;14.52;1.00;0.95;40
cl;dor;NGC1676;;04:43:54.17;-68:49:39.30;;;1.10;1.00;40
g;eri;NGC1677|IC2099;;04:50:52.07;-4:53:33.80;;14.99;1.21;0.37;140
g;ori;NGC1678;;04:51:35.44;-2:37:23.30;;14.28;1.28;0.78;76
g;cae;NGC1679;;04:49:54.64;-31:57:52.80;11.62;12.58;3.07;2.23;151
g;pic;NGC1680;;04:48:34.01;-47:48:59.20;;14.46;1.33;0.54;102
g;eri;NGC1681;;04:51:50.06;-5:48:11.60;13.40;13.69;1.19;0.95;80
g;ori;NGC1682;;04:52:19.79;-3:06:21.10;;14.44;0.98;0.80;120
g;ori;NGC1683;;04:52:17.60;-3:01:28.70;;15.98;0.86;0.34;163
g;ori;NGC1684;;04:52:31.15;-3:06:21.80;;13.00;2.55;1.66;95
g;ori;NGC1685;;04:52:34.23;-2:56:57.60;15.18;15.12;1.23;0.63;131
g;eri;NGC1686;;04:52:54.66;-15:20:47.30;;14.48;1.85;0.35;27
g;cae;NGC1687;;04:51:21.37;-33:56:20.50;;14.73;1.35;0.53;43
g;dor;NGC1688;;04:48:23.79;-59:48:01.20;11.85;12.10;2.47;1.67;166
g;ori;NGC1690;;04:54:19.26;01:38:25.30;;14.94;1.07;0.90;85
g;ori;NGC1691;;04:54:38.34;03:16:04.70;;13.12;1.54;1.47;30
g;eri;NGC1692;;04:55:23.73;-20:34:16.20;13.02;14.03;1.38;1.21;173
cl;dor;NGC1693;;04:47:38.77;-69:20:37.10;12.89;13.15;1.10;1.00;10
g;eri;NGC1694;;04:55:16.82;-4:39:09.60;;15.01;1.18;0.73;31
cl;dor;NGC1695;;04:47:44.48;-69:22:25.50;12.16;12.50;1.40;1.30;100
cl;dor;NGC1696;;04:48:29.97;-68:14:34.30;13.95;14.44;1.10;1.10;
cl;dor;NGC1697;;04:48:35.81;-68:33:30.40;12.62;13.15;2.30;2.30;
cl;dor;NGC1698;;04:49:05.05;-69:06:54.30;12.07;12.24;1.50;1.40;70
g;eri;NGC1699;;04:56:59.63;-4:45:24.70;;15.00;1.03;0.74;166
g;eri;NGC1700;;04:56:56.31;-4:51:56.80;11.16;12.03;3.11;1.98;87
g;cae;NGC1701;;04:55:51.13;-29:53:00.40;;13.64;1.24;0.94;136
cl;men;NGC1702;;04:49:27.68;-69:51:02.80;12.50;12.68;1.20;1.20;
g;dor;NGC1703;;04:52:52.15;-59:44:32.10;11.69;12.02;2.68;2.51;25
cl;dor;NGC1704;;04:49:55.46;-69:45:22.70;11.50;11.78;1.70;1.60;70
g;pic;NGC1705;;04:54:13.50;-53:21:39.80;12.46;12.79;1.87;1.44;53
g;dor;NGC1706;;04:52:31.02;-62:59:08.80;12.64;13.57;1.43;0.97;129
cl;cam;NGC1708;;05:03:21.88;52:49:55.50;;;6.00;;
g;ori;NGC1709;;04:58:44.03;00:28:41.70;;15.03;0.93;0.69;46
g;lep;NGC1710|IC2108;;04:57:17.07;-15:17:20.40;;14.50;1.61;1.26;19
cl;men;NGC1711;;04:50:36.13;-69:59:07.60;11.10;11.22;3.50;3.30;40
*ass;dor;NGC1712;;04:50:58.43;-69:24:27.00;;;4.00;3.00;20
g;ori;NGC1713;;04:58:54.61;00:29:20.10;12.71;13.88;1.33;1.10;40
cl+n;dor;NGC1714;;04:52:08.85;-66:55:24.20;11.61;11.51;1.10;1.10;
emn;dor;NGC1715;;04:52:10.48;-66:54:31.30;;;1.10;1.00;130
g;lep;NGC1716;;04:58:13.32;-20:21:48.90;;13.94;1.32;1.12;20
g;ori;NGC1717;;04:58:31.46;00:34:28.80;;15.62;0.95;0.54;162
cl;dor;NGC1718;;04:52:25.39;-67:03:02.40;12.25;13.01;1.80;1.80;
g;ori;NGC1719;;04:59:34.63;00:15:37.50;;14.44;1.09;0.38;101
g;eri;NGC1720;;04:59:20.63;-7:51:32.30;;13.00;1.96;1.22;85
g;eri;NGC1721;;04:59:17.40;-11:07:07.40;;13.82;1.58;0.83;130
cl+n;dor;NGC1722;;04:52:00.60;-69:22:30.00;;;2.50;2.10;170
g;eri;NGC1723;;04:59:25.89;-10:58:50.50;12.03;12.71;3.03;1.88;68
cl;aur;NGC1724;;05:03:32.32;49:29:30.40;;;3.00;;
g;eri;NGC1725;;04:59:22.89;-11:07:56.30;;13.82;1.39;1.30;15
g;eri;NGC1726;;04:59:41.90;-7:45:18.90;11.65;12.68;2.90;1.82;1
cl+n;dor;NGC1727;;04:52:12.77;-69:20:20.10;;;2.80;2.00;90
g;eri;NGC1728;;04:59:27.73;-11:07:22.60;;13.00;1.24;0.80;179
g;ori;NGC1729;;05:00:15.69;-3:21:09.00;;13.20;1.81;1.46;9
g;lep;NGC1730|IC2113;;04:59:31.83;-15:49:25.10;;13.22;2.28;0.96;100
*ass;dor;NGC1731;;04:53:32.09;-66:55:31.00;;;4.80;4.50;90
cl;dor;NGC1732;;04:53:10.59;-68:39:00.00;12.30;12.44;1.10;1.00;50
cl;dor;NGC1733;;04:54:04.75;-66:40:57.30;13.31;13.66;1.50;1.40;20
cl;dor;NGC1734;;04:53:33.49;-68:46:07.60;13.10;13.32;1.20;1.10;50
cl;dor;NGC1735;;04:54:19.66;-67:05:58.40;10.76;10.88;1.80;1.50;140
emn;dor;NGC1736;;04:53:01.55;-68:03:11.20;;15.50;1.90;1.40;170
hii;dor;NGC1737;;04:53:59.71;-69:10:28.40;;;1.10;0.95;110
g;lep;NGC1738;;05:01:46.70;-18:09:25.40;;13.71;1.35;0.81;36
g;lep;NGC1739;;05:01:47.34;-18:10:00.50;;14.25;1.50;0.72;104
g;ori;NGC1740;;05:01:54.80;-3:17:46.80;;14.04;1.79;1.10;68
g;eri;NGC1741;;05:01:38.30;-4:15:25.20;;15.52;1.21;0.62;65
g;eri;NGC1741B;;05:01:36.20;-4:15:43.00;;15.22;0.93;0.46;42
neb;dor;NGC1743;;04:54:02.67;-69:11:55.00;11.26;;0.95;0.85;130
g;lep;NGC1744;;04:59:57.80;-26:01:20.00;11.50;11.71;5.28;1.99;169
neb;dor;NGC1745;;04:54:20.62;-69:09:32.00;13.40;;1.20;1.10;90
cl;tau;NGC1746;;05:03:50.19;23:46:03.50;6.10;;18.00;;
cl;dor;NGC1747;;04:55:10.98;-67:10:08.00;9.37;9.41;4.40;4.40;
neb;dor;NGC1748|IC2114;;04:54:25.97;-69:11:02.80;12.30;12.75;0.90;0.80;100
cl;dor;NGC1749;;04:54:56.06;-68:11:19.20;13.56;13.59;1.50;1.30;50
cl;tau;NGC1750;;05:04:00.03;23:38:44.80;;;;;
cl;men;NGC1751;;04:54:12.58;-69:48:21.00;11.73;15.06;1.60;1.50;60
g;eri;NGC1752;;05:02:09.49;-8:14:27.10;12.40;13.28;2.95;0.83;79
g;ori;NGC1753;;05:02:32.34;-3:20:39.60;;14.77;1.32;0.42;180
cl;men;NGC1754;;04:54:18.95;-70:26:32.90;11.57;12.32;1.60;1.60;
cl;dor;NGC1755;;04:55:14.87;-68:12:14.60;9.85;10.00;2.20;1.90;130
cl;dor;NGC1756;;04:54:49.83;-69:14:15.50;12.24;12.64;1.40;1.30;130
cl;tau;NGC1758;;05:04:42.24;23:46:53.90;;;;;
g;cae;NGC1759;;05:00:49.04;-38:40:26.00;;14.12;1.95;1.48;148
hii;dor;NGC1760;;04:56:44.37;-66:31:38.40;;;5.10;2.10;80
*ass;dor;NGC1761;;04:56:37.73;-66:28:43.90;9.94;;4.20;3.00;110
g;ori;NGC1762;;05:03:37.03;01:34:24.00;12.60;13.35;1.75;1.12;177
cl+n;dor;NGC1763;;04:56:49.19;-66:24:32.70;9.40;;5.20;3.60;70
cl;dor;NGC1764;;04:56:27.72;-67:41:37.50;12.58;12.92;1.10;1.10;
g;dor;NGC1765;;04:58:24.16;-62:01:42.20;;13.95;1.18;0.96;129
cl;men;NGC1766;;04:55:57.60;-70:13:30.20;12.22;12.33;1.00;0.90;30
cl;dor;NGC1767;;04:56:27.30;-69:24:02.00;10.61;10.85;1.30;1.20;30
cl;dor;NGC1768;;04:57:00.16;-68:14:58.00;12.79;13.51;0.65;0.55;50
emn;dor;NGC1769;;04:57:47.37;-66:28:08.70;;;4.10;2.60;60
cl+n;dor;NGC1770;;04:57:15.71;-68:25:05.10;;;4.10;4.10;
